,Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue,Size,Color,Material,Warranty,Manufacturer,Rating,Shipping_Weight,Delivery_Time,Discount,Eco_Friendly,Shipping_Cost,Shipping_Company,Shipping_Type,Insurance,Return_Policy
37620,2023-06-11,11,June,2023,42,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",18,13,35,390,234,624,Small,Green,Plastic,3 Years,Manufacturer C,3,3.44,8,24,True,60.56,UPS,Next Day,Basic,7 Days
37657,2023-08-06,6,August,2023,32,Young Adults (25-34),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",4,13,35,85,52,137,Large,Blue,Aluminum,1 Year,Manufacturer D,2,7.45,4,5,True,80.42,Posti,Next Day,Premium,60 Days
37661,2023-10-20,20,October,2023,32,Young Adults (25-34),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",16,13,35,341,208,549,Small,Green,Carbon Fiber,1 Year,Manufacturer A,1,3.41,7,7,False,81.24,GLS,Next Day,,30 Days
37664,2023-11-05,5,November,2023,32,Young Adults (25-34),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",17,13,35,362,221,583,Small,Red,Carbon Fiber,2 Years,Manufacturer C,4,1.18,5,7,False,99.18,DHL,Next Day,,60 Days
37675,2023-12-12,12,December,2023,32,Young Adults (25-34),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",6,13,35,128,78,206,Medium,Black,Carbon Fiber,Lifetime,Manufacturer A,4,7.19,3,18,False,8.31,UPS,Standard,,60 Days
37684,2023-01-27,27,January,2023,32,Young Adults (25-34),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",29,13,35,618,377,995,Small,Green,Carbon Fiber,2 Years,Manufacturer D,4,4.36,5,18,True,6.8,FedEx,Standard,Premium,7 Days
37713,2023-12-26,26,December,2023,49,Adults (35-64),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",4,13,35,85,52,137,Large,Red,Steel,3 Years,Manufacturer D,4,2.48,2,25,False,5.81,FedEx,Same Day,Premium,60 Days
37720,2023-02-18,18,February,2023,49,Adults (35-64),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",25,13,35,533,325,858,Small,Blue,Carbon Fiber,Lifetime,Manufacturer D,3,9.54,6,27,False,45.36,Posti,Express,Premium,No Return
37727,2023-05-25,25,May,2023,49,Adults (35-64),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",19,13,35,405,247,652,Large,Black,Steel,1 Year,Manufacturer B,1,12.67,9,20,True,21.35,UPS,Express,,No Return
37762,2023-04-09,9,April,2023,46,Adults (35-64),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,21,13,34,Extra Large,Blue,Plastic,Lifetime,Manufacturer C,4,12.16,6,9,False,85.58,DHL,Same Day,Premium,30 Days
37764,2023-04-13,13,April,2023,46,Adults (35-64),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",18,13,35,383,234,617,Small,Blue,Plastic,2 Years,Manufacturer B,2,14.29,6,1,False,68.26,GLS,Express,,30 Days
37765,2023-04-13,13,April,2023,46,Adults (35-64),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",18,13,35,383,234,617,Medium,Blue,Aluminum,3 Years,Manufacturer B,4,14.06,7,4,False,44.76,UPS,Standard,Basic,No Return
37795,2023-03-16,16,March,2023,51,Adults (35-64),M,Germany,Hamburg,Accessories,Helmets,"Sport-100 Helmet, Red",3,13,35,59,39,98,Large,White,Plastic,Lifetime,Manufacturer C,2,10.48,3,23,True,86.77,GLS,Same Day,Basic,30 Days
37799,2023-01-29,29,January,2023,43,Adults (35-64),M,Germany,Bayern,Accessories,Helmets,"Sport-100 Helmet, Black",9,13,35,195,117,312,Medium,Red,Plastic,1 Year,Manufacturer D,2,7.41,6,2,True,39.08,DHL,Same Day,Premium,30 Days
37821,2023-08-13,13,August,2023,38,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",1,13,35,22,13,35,Extra Large,Green,Aluminum,Lifetime,Manufacturer D,2,8.5,2,8,False,48.89,GLS,Express,,No Return
37834,2023-02-27,27,February,2023,38,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",21,13,35,455,273,728,Medium,Blue,Steel,1 Year,Manufacturer B,5,9.89,6,26,False,91.8,DHL,Next Day,,60 Days
37850,2023-08-29,29,August,2023,31,Young Adults (25-34),M,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Red",5,13,35,73,65,138,Extra Large,Black,Plastic,1 Year,Manufacturer A,4,9.09,7,15,True,84.67,FedEx,Next Day,Premium,60 Days
37878,2023-06-23,23,June,2023,32,Young Adults (25-34),F,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Red",16,13,35,234,208,442,Extra Large,Red,Steel,3 Years,Manufacturer A,3,6.82,1,13,True,50.71,UPS,Next Day,,60 Days
37884,2023-01-08,8,January,2023,61,Adults (35-64),F,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Black",5,13,35,73,65,138,Medium,White,Carbon Fiber,2 Years,Manufacturer C,5,5.04,1,9,False,13.68,UPS,Same Day,,No Return
37899,2023-10-08,8,October,2023,21,Youth (<25),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",29,13,35,618,377,995,Large,Blue,Plastic,2 Years,Manufacturer D,2,7.53,8,18,True,26.31,GLS,Standard,Basic,No Return
37913,2023-09-05,5,September,2023,25,Young Adults (25-34),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",24,13,35,511,312,823,Medium,Green,Aluminum,1 Year,Manufacturer C,1,2.88,1,2,False,50.94,DHL,Next Day,,7 Days
37916,2023-09-17,17,September,2023,25,Young Adults (25-34),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",8,13,35,170,104,274,Medium,Green,Steel,Lifetime,Manufacturer D,5,6.3,8,27,True,42.83,Posti,Express,,30 Days
37935,2023-11-24,24,November,2023,35,Adults (35-64),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Red",32,13,35,458,416,874,Small,White,Carbon Fiber,2 Years,Manufacturer A,5,10.71,7,21,True,47.27,FedEx,Express,Premium,60 Days
37940,2023-03-12,12,March,2023,35,Adults (35-64),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Red",1,13,35,14,13,27,Extra Large,Blue,Plastic,Lifetime,Manufacturer C,5,11.34,7,0,False,5.13,FedEx,Next Day,,60 Days
37945,2023-06-03,3,June,2023,35,Adults (35-64),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Red",8,13,35,114,104,218,Small,Blue,Steel,2 Years,Manufacturer D,3,13.3,6,6,False,60.81,UPS,Express,,7 Days
37953,2023-09-29,29,September,2023,43,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",1,13,35,22,13,35,Large,White,Carbon Fiber,Lifetime,Manufacturer B,1,2.47,2,14,True,9.39,DHL,Same Day,,60 Days
37955,2023-10-31,31,October,2023,43,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",4,13,35,87,52,139,Small,Red,Aluminum,1 Year,Manufacturer A,5,14.26,7,16,False,60.73,UPS,Same Day,,No Return
37962,2023-03-07,7,March,2023,43,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",11,13,35,238,143,381,Large,Blue,Steel,Lifetime,Manufacturer D,4,6.5,5,28,True,89.32,UPS,Next Day,Premium,7 Days
37976,2023-08-18,18,August,2023,59,Adults (35-64),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",7,13,35,149,91,240,Small,Green,Carbon Fiber,3 Years,Manufacturer D,2,3.48,7,17,True,71.74,DHL,Same Day,,60 Days
37978,2023-11-10,10,November,2023,59,Adults (35-64),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",10,13,35,213,130,343,Small,Blue,Plastic,1 Year,Manufacturer A,3,10.62,4,17,False,48.6,FedEx,Express,,30 Days
37995,2023-06-08,8,June,2023,56,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",19,13,35,411,247,658,Large,Green,Aluminum,Lifetime,Manufacturer D,1,11.88,8,28,True,14.9,Posti,Same Day,,60 Days
38003,2023-10-08,8,October,2023,56,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",4,13,35,87,52,139,Small,Black,Carbon Fiber,3 Years,Manufacturer D,5,7.38,4,4,False,25.8,Posti,Express,Premium,No Return
38006,2023-12-04,4,December,2023,56,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",1,13,35,22,13,35,Extra Large,White,Plastic,Lifetime,Manufacturer A,2,10.17,2,0,True,50.2,DHL,Same Day,Premium,30 Days
38017,2023-09-16,16,September,2023,25,Young Adults (25-34),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",18,13,35,390,234,624,Extra Large,Black,Plastic,Lifetime,Manufacturer B,5,10.38,4,2,False,21.59,GLS,Same Day,Basic,30 Days
38031,2023-08-13,13,August,2023,31,Young Adults (25-34),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",4,13,35,87,52,139,Large,White,Steel,1 Year,Manufacturer A,3,6.28,9,23,False,78.36,Posti,Express,Basic,60 Days
38043,2023-10-20,20,October,2023,31,Young Adults (25-34),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",1,13,35,22,13,35,Extra Large,White,Plastic,1 Year,Manufacturer C,1,7.43,1,6,True,55.98,Posti,Same Day,Premium,30 Days
38044,2023-10-21,21,October,2023,31,Young Adults (25-34),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",21,13,35,455,273,728,Small,Red,Steel,3 Years,Manufacturer D,5,14.8,6,17,True,27.11,FedEx,Standard,,60 Days
38046,2023-10-28,28,October,2023,31,Young Adults (25-34),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",29,13,35,628,377,1005,Small,Black,Carbon Fiber,2 Years,Manufacturer D,2,2.61,3,20,True,89.17,Posti,Standard,Premium,7 Days
38048,2023-11-14,14,November,2023,31,Young Adults (25-34),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",6,13,35,130,78,208,Large,Blue,Carbon Fiber,Lifetime,Manufacturer D,4,11.82,7,8,True,94.28,Posti,Same Day,Basic,30 Days
38062,2023-01-11,11,January,2023,31,Young Adults (25-34),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",18,13,35,390,234,624,Extra Large,Black,Aluminum,2 Years,Manufacturer A,2,7.79,5,19,False,49.41,FedEx,Express,,30 Days
38065,2023-07-26,26,July,2023,31,Young Adults (25-34),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",24,13,35,520,312,832,Small,Green,Aluminum,Lifetime,Manufacturer A,4,13.98,5,0,True,13.38,UPS,Standard,Basic,60 Days
38068,2023-09-19,19,September,2023,29,Young Adults (25-34),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",29,13,35,618,377,995,Medium,Green,Steel,Lifetime,Manufacturer C,4,11.63,7,4,True,32.5,UPS,Standard,Basic,No Return
38071,2023-10-14,14,October,2023,29,Young Adults (25-34),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",3,13,35,64,39,103,Extra Large,Green,Steel,3 Years,Manufacturer A,4,10.05,1,13,True,26.12,Posti,Express,,No Return
38086,2023-11-17,17,November,2023,26,Young Adults (25-34),M,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Black",18,13,35,283,234,517,Extra Large,Green,Aluminum,Lifetime,Manufacturer C,5,13.28,2,25,True,94.18,DHL,Next Day,Basic,7 Days
38116,2023-05-06,6,May,2023,54,Adults (35-64),F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Blue",20,13,35,412,260,672,Extra Large,Green,Plastic,Lifetime,Manufacturer B,4,3.4,9,5,False,79.62,UPS,Next Day,Premium,60 Days
38122,2023-03-27,27,March,2023,38,Adults (35-64),M,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Red",25,13,35,340,325,665,Medium,Blue,Aluminum,3 Years,Manufacturer D,4,1.45,3,28,True,11.53,UPS,Next Day,,No Return
38127,2023-09-07,7,September,2023,27,Young Adults (25-34),F,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Blue",22,13,35,345,286,631,Medium,Blue,Aluminum,1 Year,Manufacturer C,4,11.84,6,22,True,19.95,UPS,Standard,Premium,30 Days
38135,2023-06-04,4,June,2023,31,Young Adults (25-34),M,Germany,Hessen,Accessories,Helmets,"Sport-100 Helmet, Blue",26,13,35,508,338,846,Small,Green,Carbon Fiber,2 Years,Manufacturer C,1,6.64,5,19,False,5.31,DHL,Same Day,,No Return
38142,2023-11-16,16,November,2023,32,Young Adults (25-34),M,Germany,Bayern,Accessories,Helmets,"Sport-100 Helmet, Black",18,13,35,390,234,624,Medium,White,Aluminum,Lifetime,Manufacturer B,3,6.81,1,10,False,78.62,GLS,Standard,Premium,No Return
38158,2023-04-18,18,April,2023,60,Adults (35-64),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Black",21,13,35,433,273,706,Small,Black,Aluminum,1 Year,Manufacturer B,3,14.16,5,18,False,42.41,FedEx,Standard,,7 Days
38170,2023-08-06,6,August,2023,27,Young Adults (25-34),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Blue",4,13,35,82,52,134,Large,Blue,Carbon Fiber,3 Years,Manufacturer C,2,6.71,8,8,False,14.98,FedEx,Express,,60 Days
38173,2023-08-09,9,August,2023,27,Young Adults (25-34),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Blue",14,13,35,288,182,470,Extra Large,White,Plastic,Lifetime,Manufacturer C,1,3.65,2,9,True,15.05,GLS,Standard,Premium,30 Days
38201,2023-12-20,20,December,2023,27,Young Adults (25-34),F,Germany,Saarland,Accessories,Helmets,"Sport-100 Helmet, Red",20,13,35,314,260,574,Extra Large,Black,Aluminum,1 Year,Manufacturer B,1,14.49,8,25,False,22.62,FedEx,Same Day,Basic,60 Days
38208,2023-12-14,14,December,2023,28,Young Adults (25-34),M,Germany,Nordrhein-Westfalen,Accessories,Helmets,"Sport-100 Helmet, Blue",23,13,35,401,299,700,Medium,Green,Steel,2 Years,Manufacturer C,3,5.49,4,1,False,64.43,FedEx,Same Day,Premium,60 Days
38209,2023-12-14,14,December,2023,28,Young Adults (25-34),M,Germany,Nordrhein-Westfalen,Accessories,Helmets,"Sport-100 Helmet, Blue",25,13,35,436,325,761,Large,Red,Plastic,2 Years,Manufacturer B,2,12.29,6,7,False,39.2,UPS,Same Day,Premium,No Return
38219,2023-12-01,1,December,2023,29,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Black",17,13,35,267,221,488,Small,White,Aluminum,2 Years,Manufacturer B,1,5.08,4,3,True,62.82,UPS,Next Day,,30 Days
38234,2023-08-06,6,August,2023,29,Young Adults (25-34),F,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Blue",3,13,35,47,39,86,Extra Large,Black,Plastic,Lifetime,Manufacturer A,3,14.85,7,16,False,14.92,UPS,Same Day,,60 Days
38250,2023-09-23,23,September,2023,33,Young Adults (25-34),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Black",26,13,35,536,338,874,Small,White,Steel,3 Years,Manufacturer C,3,9.97,9,21,True,44.42,DHL,Next Day,Basic,30 Days
38252,2023-11-22,22,November,2023,33,Young Adults (25-34),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Black",30,13,35,618,390,1008,Large,Black,Steel,1 Year,Manufacturer B,4,14.37,4,7,True,63.07,GLS,Express,Basic,30 Days
38256,2023-01-31,31,January,2023,33,Young Adults (25-34),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Black",8,13,35,165,104,269,Large,Red,Steel,2 Years,Manufacturer A,5,7.52,2,28,True,85.7,DHL,Express,Premium,60 Days
38272,2023-06-21,21,June,2023,33,Young Adults (25-34),F,France,Hauts de Seine,Accessories,Helmets,"Sport-100 Helmet, Blue",17,13,35,332,221,553,Extra Large,Black,Aluminum,2 Years,Manufacturer D,2,3.26,1,26,True,10.91,Posti,Standard,Premium,7 Days
38273,2023-06-21,21,June,2023,33,Young Adults (25-34),F,France,Hauts de Seine,Accessories,Helmets,"Sport-100 Helmet, Blue",19,13,35,371,247,618,Medium,Red,Plastic,3 Years,Manufacturer A,1,6.43,9,23,False,92.67,GLS,Next Day,,30 Days
38297,2023-11-05,5,November,2023,34,Young Adults (25-34),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Blue",13,13,35,268,169,437,Medium,Green,Carbon Fiber,2 Years,Manufacturer C,5,6.77,1,5,True,56.44,GLS,Next Day,Basic,60 Days
38328,2023-08-07,7,August,2023,18,Youth (<25),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Black",3,13,35,62,39,101,Extra Large,Black,Carbon Fiber,Lifetime,Manufacturer B,1,3.88,7,11,True,38.85,Posti,Same Day,Premium,7 Days
38333,2023-06-23,23,June,2023,18,Youth (<25),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Black",3,13,35,62,39,101,Small,White,Aluminum,Lifetime,Manufacturer D,5,12.42,6,4,False,87.55,FedEx,Express,Premium,30 Days
38339,2023-04-19,19,April,2023,35,Adults (35-64),M,Germany,Bayern,Accessories,Helmets,"Sport-100 Helmet, Black",21,13,35,455,273,728,Large,Green,Plastic,3 Years,Manufacturer B,3,10.34,4,28,False,51.47,FedEx,Next Day,Premium,60 Days
38345,2023-05-18,18,May,2023,20,Youth (<25),F,France,Pas de Calais,Accessories,Helmets,"Sport-100 Helmet, Red",20,13,35,335,260,595,Large,White,Carbon Fiber,1 Year,Manufacturer C,5,8.47,8,16,False,98.16,FedEx,Express,,30 Days
38390,2023-09-21,21,September,2023,55,Adults (35-64),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",14,13,35,298,182,480,Large,White,Plastic,2 Years,Manufacturer B,3,12.14,3,17,True,5.85,DHL,Standard,Basic,60 Days
38394,2023-02-24,24,February,2023,55,Adults (35-64),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",15,13,35,320,195,515,Small,Blue,Steel,2 Years,Manufacturer C,5,13.41,6,1,False,10.98,FedEx,Standard,,No Return
38395,2023-02-24,24,February,2023,55,Adults (35-64),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",13,13,35,277,169,446,Large,Green,Steel,1 Year,Manufacturer A,3,10.21,1,1,False,8.73,Posti,Next Day,,7 Days
38411,2023-11-24,24,November,2023,54,Adults (35-64),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",9,13,35,192,117,309,Medium,Blue,Carbon Fiber,Lifetime,Manufacturer B,5,14.04,2,20,True,5.51,GLS,Standard,,60 Days
38417,2023-01-10,10,January,2023,54,Adults (35-64),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",19,13,35,405,247,652,Medium,Green,Aluminum,1 Year,Manufacturer C,2,2.97,9,18,False,20.02,GLS,Standard,Basic,No Return
38423,2023-07-14,14,July,2023,50,Adults (35-64),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",5,13,35,107,65,172,Large,White,Steel,Lifetime,Manufacturer A,4,14.54,6,26,True,16.79,FedEx,Express,Premium,No Return
38452,2023-09-20,20,September,2023,45,Adults (35-64),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",6,13,35,128,78,206,Small,Red,Carbon Fiber,1 Year,Manufacturer B,1,7.01,6,7,False,66.17,Posti,Express,Basic,7 Days
38463,2023-05-25,25,May,2023,45,Adults (35-64),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",14,13,35,298,182,480,Large,Blue,Carbon Fiber,Lifetime,Manufacturer C,4,7.03,8,13,False,94.6,GLS,Same Day,,60 Days
38466,2023-09-01,1,September,2023,44,Adults (35-64),M,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Red",6,13,35,103,78,181,Large,Black,Plastic,Lifetime,Manufacturer A,3,14.1,4,0,True,56.58,Posti,Express,Premium,No Return
38476,2023-05-24,24,May,2023,44,Adults (35-64),M,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Red",29,13,35,496,377,873,Large,Black,Aluminum,3 Years,Manufacturer D,3,10.16,6,29,True,23.84,FedEx,Next Day,Premium,7 Days
38481,2023-10-01,1,October,2023,42,Adults (35-64),M,Germany,Nordrhein-Westfalen,Accessories,Helmets,"Sport-100 Helmet, Red",2,13,35,35,26,61,Large,White,Plastic,Lifetime,Manufacturer B,3,5.97,1,3,False,26.85,GLS,Next Day,Basic,30 Days
38505,2023-01-19,19,January,2023,50,Adults (35-64),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Blue",13,13,35,268,169,437,Medium,White,Steel,3 Years,Manufacturer C,1,6.99,2,0,False,62.68,FedEx,Next Day,Premium,7 Days
38508,2023-04-30,30,April,2023,50,Adults (35-64),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Blue",29,13,35,597,377,974,Extra Large,Blue,Plastic,2 Years,Manufacturer C,5,10.63,9,3,False,13.89,UPS,Standard,,30 Days
38509,2023-04-30,30,April,2023,50,Adults (35-64),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Blue",28,13,35,577,364,941,Medium,Blue,Aluminum,1 Year,Manufacturer D,3,14.66,7,23,False,31.25,Posti,Standard,Premium,7 Days
38527,2023-12-12,12,December,2023,37,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",13,13,35,281,169,450,Small,Red,Plastic,3 Years,Manufacturer B,4,9.15,4,6,True,91.39,UPS,Standard,Basic,60 Days
38534,2023-01-07,7,January,2023,37,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",11,13,35,238,143,381,Extra Large,Red,Carbon Fiber,Lifetime,Manufacturer D,5,11.78,3,25,True,95.14,Posti,Next Day,,7 Days
38554,2023-10-04,4,October,2023,29,Young Adults (25-34),M,Australia,Queensland,Accessories,Helmets,"Sport-100 Helmet, Blue",4,13,35,66,52,118,Large,Red,Steel,1 Year,Manufacturer A,1,12.91,3,25,True,55.87,UPS,Same Day,Premium,No Return
38557,2023-11-19,19,November,2023,29,Young Adults (25-34),M,Australia,Queensland,Accessories,Helmets,"Sport-100 Helmet, Blue",21,13,35,344,273,617,Small,Blue,Carbon Fiber,3 Years,Manufacturer D,5,7.32,3,25,False,21.95,GLS,Standard,Basic,No Return
38569,2023-12-01,1,December,2023,36,Adults (35-64),M,Australia,Queensland,Accessories,Helmets,"Sport-100 Helmet, Blue",12,13,35,197,156,353,Large,Black,Steel,3 Years,Manufacturer B,4,11.77,2,26,True,66.67,GLS,Next Day,Premium,7 Days
38572,2023-06-20,20,June,2023,36,Adults (35-64),M,Australia,Queensland,Accessories,Helmets,"Sport-100 Helmet, Blue",18,13,35,295,234,529,Small,Black,Steel,3 Years,Manufacturer D,3,9.19,9,2,True,33.26,FedEx,Express,Basic,7 Days
